Siruta,Localitate,Cifra de afaceri
15554,Ciomagesti,0.0
48325,Oras Patarlagele,11741189.0
81095,Pades,434002.0
146628,Municipiul Radauti,1771081904.0
56522,Camarasu,0.0
171209,Madulari,0.0
122061,Candesti,7535455.0
64719,Poian,288635.0
154834,Tiganesti,327060.0
179409,Oras Magurele,59293663.0
7384,Santimbru,12112646.0
146655,Oras Siret,15154103.0
72926,Leu,101237.0
154852,Vedea,12815.0
113894,Vanjulet,0.0
31976,Vadu Crisului,2730146.0
97517,Horlesti,0.0
130286,Balteni,0.0
105712,Valea Argovei,2434881.0
163057,Coroiesti,0.0
23797,Oituz,717309.0
130295,Calui,432824.0
56568,Capusu Mare,4212558.0
72953,Lipovu,0.0
130302,Gavanesti,0.0
64773,Reci,506140.0
89348,Densus,0.0
179463,Mogosoaia,91897652.0
40198,Municipiul Brasov,5916029561.0
130311,Ghimpeteni,0.0
138501,Petresti,169635.0
113929,Vladaia,376745.0
171272,Maldaresti,1740454.0
97553,Ipatele,0.0
130320,Gradinile,351068.0
72980,Macesu De Jos,3648.0
122132,Costisa,11067726.0
7446,Sohodol,970845.0
40214,Oras Ghimbav,2614524095.0
146708,Oras Solca,1813200.0
32027,Oras Valea Lui Mihai,581244830.0
179481,Oras Otopeni,714882401.0
154914,Viisoara,0.0
81184,Pestisani,5193177.0
130339,Gura Padinii,8220.0
15652,Cocu,55471.0
138538,Pir,0.0
32045,Viisoara,0.0
130348,Ipotesti,0.0
40241,Municipiul Codlea,467836679.0
105776,Valea Dragului,0.0
73013,Macesu De Sus,350522.0
130357,Osica De Jos,0.0
154932,Vartoape,0.0
113974,Voloiac,0.0
179515,Oras Pantelimon,854517589.0
64826,Sanzieni,6075361.0
146744,Municipiul Vatra Dornei,157000261.0
23868,Oncesti,0.0
130366,Sarbii - Magura,964647.0
171325,Mihaesti,41755193.0
105794,Valea Macrisului,0.0
163137,Costesti,258451.0
73031,Maglavit,1295771.0
130375,Visina Noua,0.0
97606,Lespezi,2813435.0
122187,Cracaoani,4258137.0
138574,Piscolt,1796072.0
179533,Oras Popesti Leordeni,435513186.0
130384,Soparlita,7425.0
89428,Dobra,735869.0
40278,Municipiul Fagaras,133195435.0
32090,Varciorog,35189.0
56666,Caseiu,3824293.0
179551,Oras Voluntari,2631523117.0
154978,Zambreasca,0.0
105829,Vasilati,0.0
48487,Pietroasele,10029513.0
64871,Turia,3259636.0
73068,Malu Mare,74215007.0
146799,Adancata,566424.0
40303,Oras Predeal,1411202.0
81264,Plopsoru,380575.0
154996,Nenciulesti,0.0
138618,Pomi,649450.0
15741,Corbeni,1093085.0
179588,Copaceni,707210.0
122249,Damuc,19418524.0
64906,Valea Crisului,45582.0
163208,Cretesti,232883.0
23948,Orbeni,175434.0
114060,Branistea,0.0
97679,Letcani,75260996.0
73102,Melinesti,264103.0
105874,Varasti,2255815.0
179604,Poienile Izei,0.0
32153,Tamaseu,1224604.0
114079,Vrata,0.0
179613,Sieu,290281.0
32161,Paleu,20378677.0
179622,Grosii Tiblesului,606063.0
138663,Sanislau,6041335.0
23975,Palanca,502378.0
122285,Dobreni,1565498.0
48557,Parscov,23552419.0
179631,Treznea,418511.0
64942,Valcele,16846419.0
146860,Arbore,2182703.0
40367,Oras Rasnov,26966722.0
32179,Sannicolau Roman,25.0
105909,Vedea,0.0
163253,Danesti,10560.0
179640,Vulcana-Pandele,541844.0
32187,Rosiori,73153.0
97722,Lungani,14752.0
32195,Gepiu,44510245.0
56773,Catina,1553639.0
32201,Toboliu,838658.0
179659,Negrilesti,6694.0
155083,Beciu,4250.0
40394,Oras Rupea,7577955.0
171469,Milcoiu,0.0
105936,Vidra,27305249.0
15830,Corbi,4272557.0
155092,Beuca,0.0
89561,Oras Geoagiu,8380549.0
146904,Baia,4349198.0
179677,Camin,2206449.0
24034,Parava,0.0
179686,Dumitrita,159540.0
64997,Varghis,0.0
81380,Polovragi,82383.0
130534,Municipiul Ploiesti,3476763061.0
155109,Dracea,2665301.0
122347,Doljesti,6229400.0
138734,Santau,40694.0
155118,Fantanele,0.0
179695,Simisna,0.0
97777,Madarjac,147966.0
146931,Oras Milisauti,901872.0
65011,Zagon,5377797.0
179702,Traian,0.0
105972,Vanatorii Mici,414740.0
155127,Frasinet,52500.0
40438,Municipiul Sacele,187152548.0
130552,Barcanesti,4622168.0
179711,Vladeni,29603.0
163324,Deleni,0.0
155136,Purani,0.0
81415,Prigoria,79170.0
179720,Poiana Ilvei,45000.0
155145,Saelele,0.0
56844,Ceanu Mare,201504.0
138770,Sacaseni,0.0
155154,Uda-Clocociov,0.0
40465,Oras Victoria,297769351.0
171539,Muereasca,407618.0
97811,Mircesti,1066098.0
65048,Zabala,14839820.0
24089,Parincea,7402867.0
179739,Malu,0.0
122392,Dragomiresti,2001913.0
15901,Cosesti,54061040.0
73246,Mischii,642888.0
179748,Cosoba,0.0
48682,Podgoria,8590992.0
40492,Oras Zarnesti,241995626.0
179757,Herasti,1961499.0
146995,Balcauti,837608.0
163379,Delesti,41374.0
179766,Isvoarele,0.0
130614,Berceni,16427713.0
138805,Sauca,0.0
179775,Sabareni,268836.0
179784,Boranesti,0.0
65099,Valea Mare,0.0
40526,Apata,4981097.0
65105,Mereni,0.0
97875,Mironeasa,0.0
179793,Buesti,0.0
89687,Gurasada,9998.0
7767,Stremt,2008847.0
81497,Rosia De Amaradia,0.0
65113,Arcus,11192746.0
179800,Maia,0.0
122463,Dulcesti,384604.0
147036,Bilca,3629263.0
40544,Beclean,6700.0
65121,Bixad,2561894.0
73317,Marsani,0.0
48744,Oras Pogoanele,17257724.0
179819,Ograda,0.0
155243,Municipiul Timisoara,10725440948.0
147054,Bogdanesti,26282462.0
171628,Nicolae Balcescu,0.0
15983,Cotmeana,251257.0
65139,Micfalau,0.0
73335,Motatei,0.0
179828,Rosiori,0.0
130678,Blejoi,102855414.0
138869,Socond,0.0
24187,Pancesti,44626.0
65147,Dalnic,500.0
97919,Miroslava,1610475635.0
179837,Coas,434336.0
155261,Dumbravita,168941370.0
7810,Sibot,466006.0
65154,Estelnic,22477951.0
147072,Boroaia,13209169.0
48771,Posta Calnau,189920250.0
179846,Coltau,1958034.0
32394,Municipiul Bistrita,2247808742.0
179855,Gardani,0.0
114319,Municipiul Targu Mures,8481051031.0
130712,Brazi,45450135.0
73371,Murgasi,101096.0
179864,Oncesti,4957819.0
155289,Ghiroda,1919741301.0
56988,Chinteni,176445.0
163486,Dragomiresti,0.0
40606,Bod,122498247.0
179873,Agris,83040.0
179882,Ciumesti,865482.0
81576,Runcu,514472.0
138921,Supur,9116.0
155314,Giroc,393371852.0
179891,Raciu,3946928.0
114355,Cristesti,4805919.0
122551,Farcasa,7086146.0
7865,Sona,3374083.0
40633,Bran,814466.0
147134,Bosanci,1108804.0
179908,Pietrari,21021706.0
89801,Harau,25994120.0
48842,Puiesti,406848.0
179917,Rau Alb,0.0
114382,Sancraiu De Mures,117566204.0
24276,Pargaresti,415786.0
179926,Rascaeti,0.0
155350,Municipiul Lugoj,730108586.0
147161,Botosana,0.0
179935,Persinari,1426490.0
130785,Bucov,130031785.0
32483,Oras Beclean,301584844.0
179944,Runcu Salvei,0.0
40688,Budila,90584.0
114417,Sangeorgiu De Mures,47781117.0
179953,Ciceu- Mihaiesti,47085.0
122613,Faurei,0.0
73460,Negoi,0.0
179962,Galbinasi,353828.0
81656,Samarinesti,0.0
57083,Chiuiesti,1518757.0
40704,Bunesti,121513.0
89856,Ilia,263111.0
179971,Colelia,2035.0
98051,Miroslovesti,126042.0
139009,Tarna Mare,3433.0
16132,Cuca,0.0
147205,Breaza,1680.0
7945,Spring,570563.0
155403,Oras Buzias,146224229.0
179980,Marculesti,8972.0
24338,Parjol,17948.0
114453,Santana De Mures,36476265.0
48922,Racoviteni,0.0
171806,Olanu,0.0
179999,Moldoveni,0.0
73503,Orodel,959044.0
130847,Paulesti,303316164.0
32544,Oras Nasaud,142738597.0
163618,Dranceni,2402943.0
180000,Platonesti,35697.0
147241,Brodina,53078123.0
139054,Terebesti,0.0
122668,Gheraesti,434389.0
180019,Sarateni,0.0
65342,Municipiul Targoviste,1632082391.0
180028,Porumbesti,163353.0
40768,Cata,0.0
98113,Mogosesti,0.0
155458,Oras Deta,98362818.0
180037,Boghis,0.0
48968,Ramnicelu,342808.0
57163,Ciucea,1848908.0
180046,Gura Ialomitei,76837.0
130892,Targsoru Vechi,9883542.0
8014,Sugag,509197.0
106318,Municipiul Baia Mare,1918236089.0
122702,Girov,2609716.0
114514,Municipiul Sighisoara,474923185.0
180055,Crivat,36578501.0
32599,Oras Sangeorz-Bai,14265065.0
81754,Sacelu,0.0
73567,Ostroveni,1339726.0
139107,Tiream,320048.0
180064,Barbulesti,0.0
65379,Aninoasa,61941799.0
89954,Lapugiu De Jos,91693.0
163681,Duda-Epureni,119500.0
155494,Oras Jimbolia,677213053.0
171879,Orlesti,4612730.0
24427,Plopana,581700.0
40820,Cincu,1281792.0
32633,Bistrita Bargaului,8351221.0
98168,Mogosesti-Siret,0.0
180091,Racsa,269155.0
106363,Grosi,2954857.0
49019,Robeasca,30919.0
73594,Perisor,0.0
65413,Doicesti,77534501.0
139143,Tarsolt,0.0
57225,Ciurila,273823.0
155528,Oras Sannicolau Mare,1396148808.0
130954,Oras Azuga,9297030.0
32660,Branistea,1629486.0
163734,Dumesti,0.0
49046,Rusetu,1913001.0
65431,Razvad,5160702.0
155546,Balint,0.0
40857,Comana,142692.0
81816,Saulesti,1241116.0
171931,Otesani,233033.0
98202,Mosna,0.0
73629,Pielesti,2491095.0
147358,Oras Brosteni,25847255.0
16285,Davidesti,0.0
8096,Oras Teius,9739980.0
139170,Turt,83229.0
130981,Oras Baicoi,164341206.0
106407,Recea,52824704.0
114603,Albesti,11308641.0
98220,Motca,834252.0
49073,Sageata,492908.0
32704,Budacu De Jos,791594.0
73665,Piscu Vechi,0.0
40900,Cristian,1808142785.0
81861,Scoarta,418937.0
65477,Sotanga,85564094.0
155591,Banloc,0.0
16329,Dambovicioara,6033371.0
24524,Podu Turcului,1882515.0
139214,Turulung,1157339.0
122828,Garcina,5191733.0
163789,Epureni,144162.0
98257,Movileni,0.0
90066,Lelese,0.0
171995,Pausesti,74622014.0
106461,Oras Tautii-Magheraus,35715185.0
65501,Ulmi,33836687.0
8158,Unirea,12353380.0
40928,Dumbravita,1197374.0
57314,Catcau,1930484.0
73709,Plenita,852894.0
16365,Darmanesti,218925412.0
139250,Urziceni,2000.0
122864,Grinties,13268747.0
163832,Falciu,27420.0
40955,Feldioara,239886563.0
131069,Oras Boldesti-Scaeni,24282762.0
98300,Oteleni,859303.0
